7928|A|WERONIKA|DENISZ|Poczta Dąbrówka koło Radzymina, ul. Kościuszki 14                                                             |wołomiński                              |MAZOWIECKIE                                       |05252|1|34380|R|78471
184263|B|ANIELA|DENKIEWICZ|Poczta Wólka Kosowska 6                                                                                       |piaseczyński                            |MAZOWIECKIE                                       |05552|1|13000|O|186430
183775|B|ADAM|DERBIDA|Poczta Naruszewo 5                                                                                            |płoński                                 |MAZOWIECKIE                                       |09152|1|33580|R|97190
8206|A|SZYMON|DERENDAL|Poczta Grudusk, ul. Ciechanowska 54                                                                           |ciechanowski                            |MAZOWIECKIE                                       |06460|1|28005|R|183632.8
7996|A|JULIA|DEREWLENNA|Poczta Miastków koło Garwolina, ul. Słowackiego 1                                                             |garwoliński                             |MAZOWIECKIE                                       |08420|1|36420|R|516557
184121|B|MICHALINA|DERMACKI|Poczta Dobrzyków, ul. Obrońców Dobrzykowa 54                                                                  |płocki                                  |MAZOWIECKIE                                       |09522|1|5275|R|204695
183098|B|ANTONI|DERMIAGO|Poczta Mokobody, ul. Chreptowicza 8a 51                                                                       |siedlecki                               |MAZOWIECKIE                                       |08124|1|28405|R|39735
184493|B|ALICJA|DERNICH|Poczta Korytnica koło Węgrowa, ul. Wyzwolenia 3                                                               |węgrowski                               |MAZOWIECKIE                                       |07120|1|108460|O|9990
8472|A|AGATA|DEUTSCHER|Poczta Łęg Probostwo, ul. Łęg Probostwo 20                                                                    |płocki                                  |MAZOWIECKIE                                       |09209|1|39500|O|124305
8600|A|DOMINIK|DIA|Poczta Ryki 54                                                                                                |rycki                                   |LUBELSKIE                                         |08500|1|106940|O|57523.6
184255|B|LEON|DICHMANN|Poczta Miedzna koło Węgrowa, ul. Bednarska 7                                                                  |węgrowski                               |MAZOWIECKIE                                       |07106|1|18500|R|7395
8369|A|BLANKA|DICKSTEIN|Poczta Opinogóra, ul. Krasińskiego 4                                                                          |ciechanowski                            |MAZOWIECKIE                                       |06406|1|51460|O|33639.3
8254|A|NATALIA|DIMEL|Skrytki Pocztowe Poczta Pruszków 001, ul. Kościuszki 30                                                       |pruszkowski                             |MAZOWIECKIE                                       |05800|1|93530|O|106795
184019|B|SZYMON|DIRING|Skrytki Pocztowe Poczta Ciechanów 002, ul. Sienkiewicza 71b 12                                                |ciechanowski                            |MAZOWIECKIE                                       |06410|1|52475|R|164095
183301|B|MATYLDA|DJACZYK|Poczta Mława 001, ul. Żwirki 2                                                                                |mławski                                 |MAZOWIECKIE                                       |06500|1|98590|O|71541
8603|A|FRANCISZEK|DOBERCZUK|Poczta Korczew nad Bugiem, ul. Szkolna 3                                                                      |siedlecki                               |MAZOWIECKIE                                       |08108|1|106530|O|65100
7813|A|MAJA|DOBRZYNIEWSKI|Skrytki Pocztowe Poczta Wyszków 001, ul. Daszyńskiego 27                                                      |wyszkowski                              |MAZOWIECKIE                                       |07200|1|15510|R|430368
7885|A|ANASTAZJA|DODA|Poczta Piaseczno koło Warszawy 001, ul. Kościuszki 43                                                         |piaseczyński                            |MAZOWIECKIE                                       |05500|1|24800|R|63795.5
182976|B|MAKSYMILIAN|DODANOWICZ|Poczta Pilawa, Al. Wyzwolenia 75                                                                              |garwoliński                             |MAZOWIECKIE                                       |08440|1|53660|R|173660
183269|B|MAJA|DOLATOWSKA VEL DOLATA|Poczta Ciechanów 002, ul. Sienkiewicza 71b 95                                                                 |ciechanowski                            |MAZOWIECKIE                                       |06410|1|83820|O|148500
184271|B|ŁUCJA|DOLŻYCH|Poczta Dzierzgowo, ul. Cicha 3                                                                                |mławski                                 |MAZOWIECKIE                                       |06520|1|46115|R|212985
184085|B|KAMIL|DOMANIECKI|Poczta Konstancin-Jeziorna 001, ul. Moniuszki 22 b 36                                                         |piaseczyński                            |MAZOWIECKIE                                       |05510|1|82670|O|38110
8275|A|ANIELA|DOMOCHOWSKA|Poczta Załuski 49                                                                                             |płoński                                 |MAZOWIECKIE                                       |09142|1|78620|O|135707.5
183294|B|MIŁOSZ|DONALD|Poczta Stężyca 78                                                                                             |rycki                                   |LUBELSKIE                                         |08540|1|84760|O|47715
182999|B|KAROL|DONCZAK|Poczta Maków Mazowiecki, ul. Mickiewicza 10                                                                   |makowski                                |MAZOWIECKIE                                       |06200|1|29510|O|281829
183523|B|FABIAN|DONDES|Poczta Blichowo, ul. Blichowo 1A 55                                                                           |płocki                                  |MAZOWIECKIE                                       |09452|1|101050|O|221790
8359|A|LAURA|DONYŁYSZYN|Poczta Dobre koło Mińska Mazowieckiego, ul. Kościuszki 28                                                     |miński                                  |MAZOWIECKIE                                       |05307|1|16605|R|165316.9
7901|A|MIKOŁAJ|DOTUŃ|Skrytki Pocztowe Poczta Płońsk 001, ul. Grunwaldzka 42                                                        |płoński                                 |MAZOWIECKIE                                       |09100|1|99980|O|92382.75
183339|B|ZOFIA|DRAGAWCZYK|Poczta Filia UP Grodzisk Mazowiecki 001, ul. Elizy Orzeszkowej 2A 75                                          |grodziski                               |MAZOWIECKIE                                       |05827|1|24280|R|191456
8053|A|DAWID|DRAGAŃSKI|Poczta Ostrówek koło Węgrowa, ul. Fabryczna 136a 62                                                           |węgrowski                               |MAZOWIECKIE                                       |07132|1|5275|R|260765
182988|B|KORNELIA|DREBIN|Poczta Czerwin, ul. Piastowska 79                                                                             |ostrołęcki                              |MAZOWIECKIE                                       |07407|1|40245|R|184335
183311|B|JULIA|DREFKE|Poczta Różan, ul. Warszawska 8                                                                                |makowski                                |MAZOWIECKIE                                       |06230|1|12905|R|369775
7949|A|BRUNO|DREICHAN|Skrytki Pocztowe Poczta Dęblin 003, ul. Lotnisko 62                                                           |rycki                                   |LUBELSKIE                                         |08521|1|18010|O|235229.25
7887|A|PAULINA|DROSDZ|Poczta Filia UP Zegrze Południowe, ul. Profesora Groszkowskiego 24                                            |legionowski                             |MAZOWIECKIE                                       |05131|1|6850|R|11213.1
7746|A|JULIA|DROZ|Poczta Brok, ul. Warszawska 15                                                                                |ostrowski                               |MAZOWIECKIE                                       |07306|1|24420|O|62190
7795|A|FILIP|DRULIS|Poczta Grodziec agencja pocztowa UP Czerwińsk nad Wisłą, ul. Grodziec koło Płocka 3                           |płoński                                 |MAZOWIECKIE                                       |09151|1|102830|O|118531.5
183007|B|FRANCISZEK|DRUZDAŁA|Poczta Gąsewo, ul. Reymonta 16                                                                                |makowski                                |MAZOWIECKIE                                       |06213|1|38725|R|375900
184058|B|JAN|DRZECHOWICZ|Poczta Płock 004, ul. Jachowicza 21                                                                           |M. Płock                                |MAZOWIECKIE                                       |09402|1|26035|R|177459
7945|A|STANISŁAW|DRZENICKA|Poczta Baranowo koło Ostrołęki, Pl. XXX - lecia 7                                                             |ostrołęcki                              |MAZOWIECKIE                                       |06320|1|20025|R|478651.5
8520|A|JULIAN|DRZEWIANOWSKI|Instytucja Rejonowy Urząd Poczty w Ostrołęce, ul. Graniczna 8                                                 |M. Ostrołęka                            |MAZOWIECKIE                                       |07400|1|12340|O|97119.25
183069|B|MAKSYMILIAN|DRZEŹNIK|Poczta Słupia koło Płocka, ul. Słupia koło Płocka 27                                                          |sierpecki                               |MAZOWIECKIE                                       |09206|1|50825|R|207955
184500|B|MAŁGORZATA|DRZĘDOWSKA|Poczta Repki, ul. Parkowa 9                                                                                   |sokołowski                              |MAZOWIECKIE                                       |08307|1|35020|R|85120
183382|B|MARCEL|DRÓZDZIEWICZ|Poczta Marki 001, ul. Sportowa 1                                                                              |wołomiński                              |MAZOWIECKIE                                       |05270|1|91190|O|73770
8332|A|TOMASZ|DRĘŹLA|Poczta Piski 34                                                                                               |ostrołęcki                              |MAZOWIECKIE                                       |07406|1|50390|O|40260.6
8413|A|POLA|DUBIELIN|Poczta Mordy, ul. Kilińskiego 1                                                                               |siedlecki                               |MAZOWIECKIE                                       |08140|1|98370|O|324779
7799|A|PAWEŁ|DUBIEŁKO|Skrytki Pocztowe Poczta Sokołów Podlaski 003, ul. Długa 36                                                    |sokołowski                              |MAZOWIECKIE                                       |08301|1|60110|O|559726
8597|A|BRUNO|DUBISAR|Poczta Wyszków 003, ul. Aleja Wolności 9                                                                      |wyszkowski                              |MAZOWIECKIE                                       |07201|1|107500|O|73168.5
7658|A|OSKAR|DUCHEŃSKI|Poczta Piastów 003, ul. Ogińskiego 18                                                                         |pruszkowski                             |MAZOWIECKIE                                       |05819|1|12660|O|442675
183685|B|KACPER|DUCHNOWICZ|Poczta Ostrołęka 005, ul. J. Hallera 13                                                                       |M. Ostrołęka                            |MAZOWIECKIE                                       |07412|1|81080|O|696175
183158|B|KLARA|DUDIUK|Skrytki Pocztowe Poczta Nowy Dwór Mazowiecki 005, ul. Pułkownika Malewicza E. 117                             |nowodworski                             |MAZOWIECKIE                                       |05160|1|57120|O|69000
183071|B|PAULINA|DUJOTREK|Poczta Oddział UP Stupsk koło Mławy, ul. Wyszyny Kościelne 18                                                 |mławski                                 |MAZOWIECKIE                                       |06562|1|59850|O|23415
184488|B|BARBARA|DUPERT|Poczta Pniewo, ul. Pniewo 70A 31                                                                              |pułtuski                                |MAZOWIECKIE                                       |07214|1|10550|R|49505
7922|A|NIKODEM|DURAT|Poczta Słubice koło Gostynina 18                                                                              |płocki                                  |MAZOWIECKIE                                       |09533|1|20750|O|294159.5
183571|B|LEON|DUSSA|Poczta Boguty, Al. Jana Pawła II 45                                                                           |ostrowski                               |MAZOWIECKIE                                       |07325|1|25870|R|369285
184009|B|ANASTAZJA|DUTKALSKI|Poczta Ostrołęka 002, ul. Graniczna 8                                                                         |M. Ostrołęka                            |MAZOWIECKIE                                       |07410|1|51700|O|276550
183639|B|KSAWERY|DWERNICZAK|Poczta Konstancin-Jeziorna 001, ul. Moniuszki 22 b 74                                                         |piaseczyński                            |MAZOWIECKIE                                       |05510|1|44100|O|166010
7736|A|BARTOSZ|DWORANINOW|Poczta Wólka Kosowska 35                                                                                      |piaseczyński                            |MAZOWIECKIE                                       |05552|1|25500|O|28490.5
7772|A|LILIANNA|DWOROWSKI|Poczta Piski 52                                                                                               |ostrołęcki                              |MAZOWIECKIE                                       |07406|1|45265|R|87885
7976|A|BARTŁOMIEJ|DYBAŁD|Poczta Płock 009, ul. Gierzyńskiego 17                                                                        |M. Płock                                |MAZOWIECKIE                                       |09407|1|22360|O|235500
183166|B|POLA|DYCHDAŁO|Poczta Stupsk koło Mławy, ul. Sienkiewicza 10                                                                 |mławski                                 |MAZOWIECKIE                                       |06561|1|32040|R|39735
184360|B|PAULINA|DYCZKOWSKI|Poczta Garwolin 001, ul. Kościuszki 41                                                                        |garwoliński                             |MAZOWIECKIE                                       |08400|1|21280|R|293450
183935|B|PAWEŁ|DYGDAŁA|Poczta Strzegowo, ul. Wyzwolenia 25                                                                           |mławski                                 |MAZOWIECKIE                                       |06445|1|37800|R|254975
183061|B|JOANNA|DYGODAJ|Poczta Bojmie 46                                                                                              |siedlecki                               |MAZOWIECKIE                                       |08122|1|9175|R|34500
183305|B|LAURA|DYKANIAK|Poczta Płock 010, ul. Żelazna 1                                                                               |M. Płock                                |MAZOWIECKIE                                       |09408|1|93440|O|354120
184238|B|DAWID|DYLA|Skrytki Pocztowe Poczta Przasnysz 001, ul. 3 Maja 11                                                          |przasnyski                              |MAZOWIECKIE                                       |06300|1|11260|R|143670
183027|B|KORNELIA|DYNAKA|Poczta Stare Załubice 93                                                                                      |wołomiński                              |MAZOWIECKIE                                       |05255|1|31420|R|226500
7934|A|GABRIELA|DYRDUL|Poczta Glinojeck, ul. Generała Bema Józefa 1                                                                  |ciechanowski                            |MAZOWIECKIE                                       |06450|1|36550|R|235823.25
8276|A|HANNA|DZENGEL|Poczta Piaseczno koło Warszawy 001, ul. Kościuszki 43                                                         |piaseczyński                            |MAZOWIECKIE                                       |05500|1|29710|R|465761.25
7793|A|IGOR|DZIADA|Skrytki Pocztowe Poczta Piastów 001, ul. 11 Listopada 1                                                       |pruszkowski                             |MAZOWIECKIE                                       |05820|1|34345|R|226686.75
8082|A|BARTŁOMIEJ|DZIECHCIOREWICZ|Poczta Lesznowola, ul. Gminnej Rady Narodowej 60                                                              |piaseczyński                            |MAZOWIECKIE                                       |05506|1|105210|O|187060.5
183527|B|BARBARA|DZIEMIESZ|Poczta Filia UP Garwolin 001, ul. Dworcowa 12                                                                 |garwoliński                             |MAZOWIECKIE                                       |08410|1|26040|O|34500
184217|B|NADIA|DZIEMIEŃCZUK|Poczta Głosków, ul. Południowa 13                                                                             |piaseczyński                            |MAZOWIECKIE                                       |05503|1|78490|O|158850
184179|B|TOMASZ|DZIERGOT|Poczta Świercze, ul. Wiejska 3b 47                                                                            |pułtuski                                |MAZOWIECKIE                                       |06150|1|83680|O|9980
184459|B|NIKOLA|DZIERZEK|Poczta Siemiątkowo, ul. Siemiątkowo 17a 64                                                                    |żuromiński                              |MAZOWIECKIE                                       |09135|1|49655|R|9915
183546|B|WERONIKA|DZIERŻOWSKA|Poczta Filia UP Wodynie 44                                                                                    |siedlecki                               |MAZOWIECKIE                                       |08116|1|6740|R|105695
7924|A|ALAN|DZIURKI|Poczta Bieżuń 42                                                                                              |żuromiński                              |MAZOWIECKIE                                       |09320|1|27590|R|34605
8526|A|MICHAŁ|DZIĘDZIOŁ|Poczta Lelice, ul. Płocka 10                                                                                  |sierpecki                               |MAZOWIECKIE                                       |09212|1|27920|R|143560
7687|A|NELA|DZIŚ|Poczta Michałowice, ul. Raszyńska 34                                                                          |pruszkowski                             |MAZOWIECKIE                                       |05816|1|17640|R|92550.25
8067|A|BRUNO|DZON|Poczta Brańszczyk, ul. Jana Pawła II 43                                                                       |wyszkowski                              |MAZOWIECKIE                                       |07221|1|63050|O|160874.5
183113|B|PATRYK|DĄZAŁOWICZ|Poczta Mińsk Mazowiecki 001, ul. Warszawska 149                                                               |miński                                  |MAZOWIECKIE                                       |05300|1|30020|O|69000
7886|A|DOMINIK|DĘBOGÓRSKI|Skrytki Pocztowe Poczta Wołomin 003, Al. Niepodległości 17                                                    |wołomiński                              |MAZOWIECKIE                                       |05202|1|90620|O|378655
184181|B|FRANCISZEK|DĘCZKOWSKA|Poczta Słupno, ul. Miszewska 8                                                                                |płocki                                  |MAZOWIECKIE                                       |09472|1|21500|O|368085
183572|B|BORYS|DŁUGOSIECKI|Skrytki Pocztowe Poczta Nowy Dwór Mazowiecki 005, ul. Pułkownika Malewicza E. 117                             |nowodworski                             |MAZOWIECKIE                                       |05160|1|94120|O|43500
7630|A|IGA|DŁUGOSZOWSKI|Poczta Agencja UP Chynów koło Grójca 5                                                                        |grójecki                                |MAZOWIECKIE                                       |05651|1|7530|R|69122.1
183616|B|OLIWIA|DŻON|Poczta Naruszewo 84                                                                                           |płoński                                 |MAZOWIECKIE                                       |09152|1|19405|R|222440
7730|A|KAJETAN|EICHMUELLER|Poczta Radzanowo koło Płocka, ul. Płocka 32                                                                   |płocki                                  |MAZOWIECKIE                                       |09451|1|101620|O|13775
184080|B|KORNELIA|ENGEŁ|Skrytki Pocztowe Poczta Wyszków 004, ul. Sowińskiego 63                                                       |wyszkowski                              |MAZOWIECKIE                                       |07202|1|43800|O|68375
183128|B|ANASTAZJA|ENSOR|Poczta Dąbrówka koło Radzymina, ul. Kościuszki 14                                                             |wołomiński                              |MAZOWIECKIE                                       |05252|1|35855|R|192690
8111|A|KACPER|ERENNFEICHT|Poczta Celestynów, ul. Regucka 3a 23                                                                          |otwocki                                 |MAZOWIECKIE                                       |05430|1|24555|R|26991
183589|B|WIKTOR|ERLICH-HERLIKIEWICZ|Poczta Filia UP Zegrze Południowe, ul. Profesora Groszkowskiego 24                                            |legionowski                             |MAZOWIECKIE                                       |05131|1|33485|R|312200
184295|B|BARTŁOMIEJ|ESZE|Poczta Żeliszew agencja pocztowa UP Kotuń 63                                                                  |siedlecki                               |MAZOWIECKIE                                       |08130|1|21790|R|345540
183408|B|BARBARA|FAJCZOWSKA|Poczta Zuzela 40                                                                                              |ostrowski                               |MAZOWIECKIE                                       |07321|1|44515|R|297916
7715|A|SZYMON|FAKIRMAL|Poczta Żelechów, ul. Traugutta 3a 15                                                                          |garwoliński                             |MAZOWIECKIE                                       |08430|1|43470|O|136722
8292|A|NIKOLA|FALENCIUK|Poczta Stoczek koło Małkini 5                                                                                 |węgrowski                               |MAZOWIECKIE                                       |07104|1|29115|R|338945.5
183550|B|SZYMON|FATIMA|Poczta Płock 003, ul. Kolejowa 27                                                                             |M. Płock                                |MAZOWIECKIE                                       |09401|1|11360|O|124770
7731|A|MATEUSZ|FAŁTUNOWICZ|Poczta Borowie koło Garwolina, ul. Sasimowskiego 2                                                            |garwoliński                             |MAZOWIECKIE                                       |08412|1|7515|R|301927.5
183576|B|ANASTAZJA|FEDUNIEWICZ|Poczta Czuryły 80                                                                                             |siedlecki                               |MAZOWIECKIE                                       |08142|1|43935|R|641590
183676|B|NATAN|FELDENSZTEJN|Poczta Ostrówek koło Węgrowa, ul. Fabryczna 136a 55                                                           |węgrowski                               |MAZOWIECKIE                                       |07132|1|100510|O|14995
7921|A|NELA|FERESZTAJN|Poczta Grębków koło Kałuszyna 42                                                                              |węgrowski                               |MAZOWIECKIE                                       |07110|1|83770|O|65550
8571|A|NIKOLA|FERNSNER|Poczta Wyszków 001, ul. Daszyńskiego 27                                                                       |wyszkowski                              |MAZOWIECKIE                                       |07200|1|32790|R|124575
7644|A|JULIAN|FERSZTOROWSKI|Poczta Kuligów, ul. Warszawska 5 A 51                                                                         |wołomiński                              |MAZOWIECKIE                                       |05254|1|21010|R|140988
184267|B|JULIAN|FEST|Poczta Wieczfnia Kościelna, ul. Wieczfnia Kościelna 93                                                        |mławski                                 |MAZOWIECKIE                                       |06513|1|9210|R|97650
8390|A|IGNACY|FETLAK|Poczta Oddział UP Raciąż koło Sierpca, ul. Gralewo 12                                                         |płoński                                 |MAZOWIECKIE                                       |09166|1|11590|R|99010
8613|A|NADIA|FIBIEK|Poczta Kadzidło, ul. Kościuszki 17                                                                            |ostrołęcki                              |MAZOWIECKIE                                       |07420|1|103610|O|59590
7925|A|STANISŁAW|FIJOREK|Poczta Wyszogród, ul. Rynek 1                                                                                 |płocki                                  |MAZOWIECKIE                                       |09450|1|11570|O|48896.5
184092|B|ALICJA|FILIG|Poczta Ościsłowo, ul. Ościsłowo 41                                                                            |ciechanowski                            |MAZOWIECKIE                                       |06452|1|31825|R|46830
8720|A|GABRIELA|FIRGOWSKA|Poczta Żeliszew agencja pocztowa UP Kotuń 12                                                                  |siedlecki                               |MAZOWIECKIE                                       |08130|1|94060|O|131385
8649|A|ŁUCJA|FIZEK|Poczta Wołomin 003, Al. Niepodległości 17                                                                     |wołomiński                              |MAZOWIECKIE                                       |05202|1|41240|R|146790.75
7834|A|JAGODA|FLEJTA|Skrytki Pocztowe Poczta Konstancin-Jeziorna 004, ul. Wilanowska 1                                             |piaseczyński                            |MAZOWIECKIE                                       |05520|1|43780|O|121685.5
8154|A|MARCEL|FLIGERT|Poczta Osieck, ul. Rynek 6                                                                                    |otwocki                                 |MAZOWIECKIE                                       |08445|1|16815|R|188608
7706|A|IGOR|FLĄCHOWIAK|Poczta Czernice Borowe, ul. Długa 2                                                                           |przasnyski                              |MAZOWIECKIE                                       |06415|1|16280|O|202559.25
183469|B|NELA|FOKSZAŃSKI|Poczta Poręba nad Bugiem 4                                                                                    |wyszkowski                              |MAZOWIECKIE                                       |07308|1|21755|R|165380
8675|A|AMELIA|FRABANIEC|Poczta Chorzele, ul. Mostowa 13                                                                               |przasnyski                              |MAZOWIECKIE                                       |06330|1|36290|O|501214
184512|B|PIOTR|FREINDORF|Poczta Małkinia 54                                                                                            |ostrowski                               |MAZOWIECKIE                                       |07320|1|54525|R|50500
8625|A|MICHAŁ|FRETOWICZ|Poczta Dzierzgowo, ul. Cicha 3                                                                                |mławski                                 |MAZOWIECKIE                                       |06520|1|32120|O|108160
7815|A|ANIELA|FRIBES|Poczta Płoniawy 10                                                                                            |makowski                                |MAZOWIECKIE                                       |06210|1|17940|R|293749
7720|A|DAWID|FRIEL|Poczta Sikórz, ul. Sikórz 90 b 28                                                                             |płocki                                  |MAZOWIECKIE                                       |09413|1|29170|O|219336.5
8703|A|GABRIEL|FRYNDT|Poczta Lipińskie, ul. Lipińskie 59                                                                            |płocki                                  |MAZOWIECKIE                                       |09542|1|99060|O|177385
184195|B|MICHALINA|FRĄĆKIEWICZ|Poczta Kotuń, ul. Siedlecka 72                                                                                |siedlecki                               |MAZOWIECKIE                                       |08130|1|35540|O|190460
8259|A|MARTYNA|FULKE|Poczta Lubotyń 77                                                                                             |ostrowski                               |MAZOWIECKIE                                       |07303|1|29570|O|13050.5
8486|A|WIKTOR|FUĆ|Skrytki Pocztowe Poczta Ostrołęka 007, ul. Żeromskiego 13                                                     |M. Ostrołęka                            |MAZOWIECKIE                                       |07417|1|36565|R|113377.75
183976|B|NATALIA|FŁAKOWSKI|Poczta Wodynie 72                                                                                             |siedlecki                               |MAZOWIECKIE                                       |08117|1|101560|O|31810
